"configuration","problem","model","data_file","status","time","failures","paths","run","intVars","method","randomSeed","backjumps","solveTime","nogoods","flatTime","error","openNodes","evaluatedReifiedConstraints","eliminatedImplications","flatIntVars","nodes","flatIntConstraints","propagators","restarts","trailMem","baseMem","eliminatedLinearConstraints","flatBoolConstraints","flatBoolVars","initTime","evaluatedHalfReifiedConstraints","nSolutions","boolVariables","peakDepth","propagations","peakMem","variables"
"chuffed_fixed_standard_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-01.dzn","SATISFIED","3.4846727922558784","1","0","sat_appear-cp2025","2315","satisfy","423753600","0","0.05","1","1.33558","","","14372","1224","2300","474","15868","28313","0","7.12","0.0","","12658","17381","1.11","810","1","36410","472","88145","0.0","38727"
"cpsat_free_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-02.dzn","ERROR","0.23248589411377907","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_standard_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t021-01.dzn","SATISFIED","5.032135456800461","4","0","sat_appear-cp2025","3553","satisfy","1014161483","43","0.086","4","1.89793","","","19273","1716","3537","620","21969","38725","0","7.12","0.0","","16880","23174","1.692","1353","1","47770","572","226284","0.0","51325"
"cpotimizer_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-01.dzn","SATISFIED","1.9533190913498402","14","0","sat_appear-cp2025","","satisfy","","","0.27","","0.714762","","","6030","630","1282","59","6494","5275","","","","","5830","7371","0.22","","1","","","","107.0","1332"
"chuffed_fixed_standard_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t050-03.dzn","SATISFIED","43.51451486349106","20","0","sat_appear-cp2025","18673","satisfy","892968921","429","2.658","20","16.122399","","","194496","7840","18624","2479","211423","395696","0","54.07","0.0","","127908","210108","15.086","8440","1","300128","2029","7207939","0.0","318803"
"chuffed_free_priority_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-02.dzn","SATISFIED","0.8513504154980183","0","0","sat_appear-cp2025","108","satisfy","-2062148276","0","0.01","0","0.232674","","","68","","103","7","257","333","0","0.12","0.0","","34","184","0.177","","1","152393","6","1325","0.0","152503"
"chuffed_fixed_standard_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-06.dzn","SATISFIED","3.4463528357446194","25","0","sat_appear-cp2025","3489","satisfy","-346850244","301","0.119","25","1.44656","","","9377","1372","3477","693","12741","20343","0","1.41","0.0","","10054","12350","0.953","1477","1","34057","366","668246","0.0","37548"
"cpsat_free_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-04.dzn","ERROR","0.2311226762831211","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_standard_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-02.dzn","SATISFIED","3.6412493847310543","1","0","sat_appear-cp2025","2314","satisfy","1756736874","5","0.053","1","1.30904","","","13710","1224","2300","478","15206","26989","0","7.12","0.0","","12327","16719","1.207","810","1","32288","471","104079","0.0","34604"
"chuffed_fixed_fixedorderrestart_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t035-01.dzn","SATISFIED","16.828979685902596","51","0","sat_appear-cp2025","7783","satisfy","13924876","0","0.356","51","6.24167","","","80465","3900","7751","1326","86031","160815","0","16.02","0.0","","56695","89056","6.099","3075","1","130803","1274","825458","0.0","138588"
"cpsat_fixed_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-02.dzn","ERROR","0.2148914337158203","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_standardrestart_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-01.dzn","SATISFIED","1.355765301734209","0","0","sat_appear-cp2025","1091","satisfy","1611766454","0","0.018","0","0.552283","","","2463","468","1085","166","3434","5194","0","0.94","0.0","","3207","3642","0.288","369","1","14084","165","15214","0.0","15177"
"chuffed_fixed_priority_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t012-06.dzn","SATISFIED","1.846288900822401","0","0","sat_appear-cp2025","2059","satisfy","-1562448670","0","0.024","0","0.833785","","","3892","784","2047","218","5929","8810","0","1.41","0.0","","5012","5660","0.396","844","1","25263","217","24829","0.0","27324"
"chuffed_free_priority_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-04.dzn","SATISFIED","1.0553521066904068","1","0","sat_appear-cp2025","784","satisfy","-902341975","0","0.016","1","0.422393","","","2058","408","776","159","2573","3988","0","4.75","0.0","","2853","3069","0.178","270","1","12417","157","12090","0.0","13203"
"cpsat_fixed_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-03.dzn","ERROR","0.21330029144883156","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"gurobi_free_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-02.dzn","SATISFIED","8.09432015568018","","0","sat_appear-cp2025","","satisfy","","","7.3227","","5.16208","","","5982","","18089","1","34102","","","","","2496","","2645","","10861","1","","","","",""
"chuffed_fixed_standard_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t012-05.dzn","SATISFIED","1.176348865032196","0","0","sat_appear-cp2025","729","satisfy","1754644480","0","0.014","0","0.476662","","","1642","282","725","118","2357","3530","0","0.28","0.0","","2064","2484","0.208","202","1","11904","117","10554","0.0","12635"
"chuffed_fixed_priorityrestart_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-02.dzn","SATISFIED","2.260673474520445","6","0","sat_appear-cp2025","1763","satisfy","-1565450905","0","0.036","6","0.910489","","","7268","846","1753","326","8591","14534","0","16.02","0.0","","7363","9402","0.586","606","1","21851","319","54258","0.0","23616"
"chuffed_fixed_priorityrestart_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-04.dzn","SATISFIED","2.056848492473364","0","0","sat_appear-cp2025","1504","satisfy","1668511637","0","0.025","0","0.774692","","","5285","705","1496","271","6456","10630","0","4.75","0.0","","5750","7096","0.592","505","1","16886","270","28942","0.0","18392"
"chuffed_fixed_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t045-02.dzn","SATISFIED","28.359771262854338","124","0","sat_appear-cp2025","6918","satisfy","-23650435","16","0.647","124","9.80226","","","147962","4235","6881","1919","150875","291886","0","7.12","0.0","","93966","158773","10.65","2380","1","188613","1778","2088460","0.0","195533"
"chuffed_fixed_priority_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-01.dzn","SATISFIED","1.8940233252942562","1","0","sat_appear-cp2025","1364","satisfy","911854237","0","0.026","1","0.736265","","","5580","680","1356","270","6568","11057","0","0.94","0.0","","5830","7321","0.491","450","1","15435","268","33462","0.0","16801"
"cpsat_fixed_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t030-02.dzn","ERROR","0.22693897783756256","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_priorityrestart_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-05.dzn","SATISFIED","4.212130431085825","1","0","sat_appear-cp2025","3952","satisfy","-1229180534","0","0.059","1","1.8223","","","15296","1568","3936","423","19069","32334","0","7.12","0.0","","13780","18652","1.158","1688","1","43308","421","94171","0.0","47262"
"chuffed_fixed_priorityrestart_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t050-02.dzn","SATISFIED","37.84620975330472","173","0","sat_appear-cp2025","12313","satisfy","-1634861337","31","1.149","173","13.7449","","","192720","6240","12266","2289","201361","385010","1","54.07","0.0","","122700","206336","14.07","4920","1","265809","2036","3362665","0.0","278124"
"chuffed_fixed_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t022-03.dzn","SATISFIED","6.33438128978014","5","0","sat_appear-cp2025","5792","satisfy","791509385","0","0.103","5","2.59715","","","22466","2352","5772","627","27885","47296","0","2.11","0.0","","20431","27354","2.021","2532","1","58382","621","159250","0.0","64176"
"chuffed_fixed_standard_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-04.dzn","SATISFIED","2.230622574687004","1","0","sat_appear-cp2025","1720","satisfy","1223334192","0","0.03","1","0.867094","","","6976","846","1713","317","8217","13880","0","2.11","0.0","","7217","9070","0.619","606","1","19933","315","39929","0.0","21655"
"chuffed_fixed_standard_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t002-04.dzn","SATISFIED","0.6483130417764187","0","0","sat_appear-cp2025","34","satisfy","-2097439827","0","0.007","0","0.19542","","","","","31","4","65","54","0","0.05","0.0","","","28","0.041","","1","32146","3","190","0.0","32182"
"gurobi_free_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-05.dzn","SATISFIED","5.398176625370979","","0","sat_appear-cp2025","","satisfy","","","4.7135","","3.6908","","","3400","","14779","1","25498","","","","","2440","","3144","","11689","1","","","","",""
"cpsat_fixed_standard_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-05.dzn","ERROR","0.21038176491856575","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"cpsat_fixed_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-01.dzn","ERROR","0.2136455923318863","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"cpotimizer_free_fixedorder_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-03.dzn","SATISFIED","1.2189256772398949","3","0","sat_appear-cp2025","","satisfy","","","0.13","","0.42511","","","2650","363","696","28","2919","2612","","","","","2936","3471","0.1","","1","","","","56.0","781"
"chuffed_fixed_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t005-03.dzn","SATISFIED","1.330425076186657","0","0","sat_appear-cp2025","531","satisfy","219577477","0","0.016","0","0.270316","","","500","136","303","58","760","1032","0","2.11","0.0","","858","875","0.564","90","1","348091","57","2728","0.0","348624"
"cpsat_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-01.dzn","ERROR","0.21085233986377716","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_standardrestart_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-02.dzn","SATISFIED","2.929290249943733","3","0","sat_appear-cp2025","1707","satisfy","-371659811","3","0.037","3","1.07567","","","12002","968","1697","426","12917","23287","0","10.68","0.0","","10569","14578","0.933","544","1","29454","419","81712","0.0","31163"
"chuffed_fixed_fixedorderrestart_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t035-02.dzn","SATISFIED","12.291726663708687","9","0","sat_appear-cp2025","4988","satisfy","-91768542","0","0.226","9","5.64383","","","82188","3025","4961","1290","84361","161568","0","2.11","0.0","","55369","89949","3.696","1700","1","108723","1280","530563","0.0","113713"
"cpsat_fixed_fixedorder_col3","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t020-02.dzn","ERROR","0.2081419639289379","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"cpsat_fixed_standard_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t045-02.dzn","ERROR","0.2242794707417488","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"cpsat_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t040-01.dzn","ERROR","0.24399689584970474","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"chuffed_fixed_fixedorder_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-03.dzn","SATISFIED","3.1526597887277603","2","0","sat_appear-cp2025","3491","satisfy","1792973103","0","0.044","2","1.45321","","","9119","1372","3477","371","12483","19827","0","4.75","0.0","","9925","12092","0.774","1477","1","36283","368","62865","0.0","39776"
"chuffed_fixed_priority_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t012-04.dzn","SATISFIED","1.3944924660027027","41","0","sat_appear-cp2025","1190","satisfy","1443784104","0","0.026","41","0.610746","","","1634","392","1182","157","2943","4082","0","3.16","0.0","","2350","2692","0.23","422","1","18888","115","69057","0.0","20080"
"cpsat_fixed_standard_col0","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-05.dzn","ERROR","0.21162418648600578","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"cpsat_free_fixedorder_col4","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t045-02.dzn","ERROR","0.22736716270446777","","","sat_appear-cp2025","","","","","","","","no function or predicate with name `fzn_cumulative_opt' found","","","","","","","","","","","","","","","","","","","","",""
"cpotimizer_free_fixedorder_col2","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-03.dzn","UNKNOWN","300.54828499257565","317118","0","sat_appear-cp2025","","satisfy","","","299.55","","0.430634","","","1698","262","717","636943","2149","2264","","","","","2043","2346","0.08","","0","","","","53.0","831"
"chuffed_fixed_priorityrestart_col1","appear-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-05.dzn","SATISFIED","0.8841017261147499","4","0","sat_appear-cp2025","624","satisfy","1077478542","0","0.011","4","0.399889","","","657","196","620","61","1364","1777","0","1.41","0.0","","1095","1216","0.086","211","1","13160","56","8867","0.0","13786"
