"configuration","problem","model","data_file","status","time","evaluatedReifiedConstraints","paths","method","flatIntConstraints","solveTime","failures","randomSeed","nSolutions","flatBoolConstraints","restarts","propagators","propagations","initTime","evaluatedHalfReifiedConstraints","peakMem","trailMem","baseMem","eliminatedLinearConstraints","boolVariables","objective","backjumps","openNodes","error","solver_objective","intVars","nodes","variables","peakDepth","flatTime","optTime","flatBoolVars","run","objectiveBound","eliminatedImplications","nogoods","flatIntVars"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-05.dzn","OPTIMAL_SOLUTION","0.5656071661505848","556","0","minimize","648","0.02","4","","1","812","","711","","0.02","","7.0","","","","","1635","","","","1635","","1","268","","0.235158","","833","endtimes_reverse-cp2025","1635","121","","237"
"cpotimizer_free_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-03.dzn","UNKNOWN","301.23948624706827","6736","0","minimize","7374","299.16","44840","","0","6175","","5871","","0.4","","183.0","","","","","","","","","","","98204","1488","","0.842638","","8149","endtimes_reverse-cp2025","28465","630","","1370"
"cpsat_free_fixedorder_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-02.dzn","ERROR","1.6194950558710843","407","0","minimize","1529","","","","0","1376","","","","","497","","","","","","","","","terminate called after throwing an instance of 'std::out_of_range'
  what():  absl::container_internal::raw_hash_map<>::at","","","","","","0.50259","","1311","endtimes_reverse-cp2025","","569","","778"
"chuffed_fixed_fixedorder_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-06.dzn","OPTIMAL_SOLUTION","0.6828884908463806","22","0","minimize","216","0.007","0","-1333636791","1","11","1","212","654","0.163","","0.0","0.19","0.0","","157818","2740","0","","","2740","125","5","157945","5","0.213979","0.007","100","endtimes_reverse-cp2025","","","0","94"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-04.dzn","OPTIMAL_SOLUTION","4.924699431983754","378","0","minimize","1337","3.29394","11430","","8","1210","","","3723478","","378","","","","","891","25599","","","","25599","","","","","0.414657","","1196","endtimes_reverse-cp2025","25599","484","","638"
"chuffed_fixed_standard_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-05.dzn","UNKNOWN","301.5165232641157","6144","0","minimize","7292","299.139","50919","-91101145","0","6112","0","12255","678508215","0.595","459","0.0","24.03","0.0","","636728","","79808","","","-1","1437","130733","638167","26","0.859579","0.0","7946","endtimes_reverse-cp2025","","680","50919","1430"
"chuffed_fixed_fixedorderrestart_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-01.dzn","OPTIMAL_SOLUTION","0.41896206699311733","","0","minimize","36","0.001","0","-1789261767","1","","1","31","52","0.011","","0.0","0.05","0.0","","10807","350","0","","","350","19","1","10828","1","0.169376","0.001","14","endtimes_reverse-cp2025","","","0","17"
"chuffed_fixed_standard_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-04.dzn","UNSATISFIABLE","1.5382589800283313","71","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","1.20336","","","endtimes_reverse-cp2025","","","",""
"chuffed_fixed_standardrestart_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-02.dzn","OPTIMAL_SOLUTION","0.5198628089856356","6","0","minimize","101","0.004","0","1231226452","1","3","1","107","254","0.03","3","0.0","0.08","0.0","","32199","948","0","","","948","56","5","32257","5","0.2177","0.004","69","endtimes_reverse-cp2025","","","0","51"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-01.dzn","OPTIMAL_SOLUTION","2.2623242288827896","567","0","minimize","1569","0.296647","162","","1","1815","","","52821","","567","","","","","287","15338","","","","15338","","","","","0.407599","","1624","endtimes_reverse-cp2025","15338","726","","756"
"cpsat_free_fixedorder_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-04.dzn","SATISFIED","300.7514101169072","1182","0","minimize","3373","279.031","0","","35","3942","","","0","","1362","","","","","0","48516","","","","48516","","","","","0.79333","","3412","endtimes_reverse-cp2025","47960","1602","","1738"
"cpotimizer_free_fixedorder_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-06.dzn","UNSATISFIABLE","2.1586661748588085","4944","0","minimize","5648","0.38","14","","0","4852","","4973","","0.35","","109.0","","","","","","","","","","","84","1460","","0.788343","","6156","endtimes_reverse-cp2025","25998","524","","1340"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-03.dzn","SATISFIED","308.188956001075","122396","0","minimize","123348","257.93","30167","","63","77300","","71475","","6.57","","2436.0","","","","","247068","","","","247068","","67776","6275","","8.00648","","129824","endtimes_reverse-cp2025","236713","3630","","6112"
"chuffed_fixed_fixedorder_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-03.dzn","UNSATISFIABLE","1.7713525989092886","87","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","1.40535","","","endtimes_reverse-cp2025","","","",""
"chuffed_fixed_priorityrestart_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-01.dzn","OPTIMAL_SOLUTION","0.6842773368116468","543","0","minimize","889","0.008","1","-1527830476","1","893","1","1197","4054","0.059","107","0.0","0.63","0.0","","8980","4060","0","","","4060","365","56","9347","55","0.316918","0.008","970","endtimes_reverse-cp2025","","141","1","359"
"chuffed_free_priority_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-02.dzn","OPTIMAL_SOLUTION","0.45058846683241427","","0","minimize","47","0.002","0","395676358","1","","1","49","60","0.011","","0.0","0.04","0.0","","10452","334","0","","","334","26","1","10480","1","0.189308","0.002","30","endtimes_reverse-cp2025","","","0","24"
"chuffed_fixed_fixedorder_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-01.dzn","OPTIMAL_SOLUTION","115.66852407692932","8154","0","minimize","9667","112.357","120556","-386636248","7","7806","7","16334","457406117","1.018","621","0.0","16.02","0.0","","541164","43495","69902","","","43495","1868","192016","543034","315","1.18645","71.721","10399","endtimes_reverse-cp2025","","846","120556","1856"
"chuffed_fixed_priority_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-03.dzn","UNKNOWN","301.9450977041852","10375","0","minimize","12312","","","","0","9797","","","","","868","","","","","","","","","","","","","","","1.32099","","12969","endtimes_reverse-cp2025","","1092","","2365"
"chuffed_fixed_priorityrestart_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-06.dzn","UNKNOWN","301.89387774607167","8308","0","minimize","9689","298.913","181332","880267951","0","7802","15","16511","676112659","0.872","556","0.0","16.02","0.0","","579745","","2717","","","-1","1726","183751","581473","11","1.07769","0.0","10482","endtimes_reverse-cp2025","","816","181332","1717"
"chuffed_fixed_standard_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-03.dzn","UNKNOWN","302.39304390200414","15547","0","minimize","18038","","","","0","13700","","","","","1119","","","","","","","","","","","","","","","1.73811","","18890","endtimes_reverse-cp2025","","1404","","3044"
"cpsat_fixed_standard_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-06.dzn","OPTIMAL_SOLUTION","9.824687597109005","1182","0","minimize","3408","5.3734","7083","","1","3942","","","4783878","","1362","","","","","788","37830","","","","37830","","","","","0.799533","","3426","endtimes_reverse-cp2025","37830","1602","","1752"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-02.dzn","OPTIMAL_SOLUTION","1.3985925388988107","1820","0","minimize","2374","0.369","186","562370022","1","2052","1","3689","2488984","0.189","145","0.0","2.11","0.0","","84556","16994","186","","","16994","586","419","85144","113","0.436155","0.023","2595","endtimes_reverse-cp2025","","242","186","583"
"chuffed_fixed_priority_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-06.dzn","UNSATISFIABLE","279.89073287299834","1245","0","minimize","2057","278.673","569135","1572156379","0","1281","0","2989","1045303007","0.177","139","0.0","10.68","0.0","","296279","","3936","","","-1","618","570503","296899","9","0.53024","0.0","1900","endtimes_reverse-cp2025","","156","569135","615"
"chuffed_fixed_standardrestart_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-03.dzn","UNKNOWN","301.07557660504244","3143","0","minimize","4369","299.255","120109","-1155445925","0","3547","14","6709","433820009","0.384","385","0.0","16.02","0.0","","493764","","6803","","","-1","1226","125171","494992","7","0.737322","0.0","4470","endtimes_reverse-cp2025","","468","120109","1219"
"chuffed_fixed_priority_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-06.dzn","UNKNOWN","301.9615385760553","8386","0","minimize","10305","","","","0","8144","","","","","754","","","","","","","","","","","","","","","1.33187","","10752","endtimes_reverse-cp2025","","936","","2160"
"cpsat_fixed_standard_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-04.dzn","UNKNOWN","0.5482044199015945","","0","minimize","215","0.003139","0","","0","","","","0","","","","","","","0","","","","","0","","","","","0.212408","","88","endtimes_reverse-cp2025","0","","","92"
"chuffed_fixed_standard_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-04.dzn","OPTIMAL_SOLUTION","0.6406083879992366","20","0","minimize","201","0.008","1","461077489","1","10","1","195","832","0.131","3","0.0","0.63","0.0","","108151","3994","0","","","3994","148","10","108301","9","0.220678","0.007","103","endtimes_reverse-cp2025","","","1","90"
"chuffed_free_priority_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-02.dzn","UNSATISFIABLE","0.7473510180134326","28","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","0.49277","","","endtimes_reverse-cp2025","","","",""
"cpotimizer_free_fixedorder_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-02.dzn","UNSATISFIABLE","1.642947357846424","","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","1.29158","","","endtimes_reverse-cp2025","","","",""
"chuffed_fixed_fixedorderrestart_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-03.dzn","UNKNOWN","302.29887827206403","15430","0","minimize","17159","","","","0","13187","","","","","822","","","","","","","","","","","","","","","1.56266","","18533","endtimes_reverse-cp2025","","1224","","2411"
"cpsat_free_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-03.dzn","OPTIMAL_SOLUTION","0.5131907591130584","","0","minimize","94","0.027973","0","","1","","","","0","","","","","","","0","511","","","","511","","","","","0.179255","","32","endtimes_reverse-cp2025","511","","","38"
"chuffed_fixed_standard_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-04.dzn","OPTIMAL_SOLUTION","0.4646920619998127","","0","minimize","68","0.004","0","433518371","1","","1","58","144","0.027","","0.0","0.05","0.0","","29686","684","0","","","684","38","2","29726","2","0.18214","0.004","28","endtimes_reverse-cp2025","","","0","33"
"cpsat_free_fixedorder_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-01.dzn","ERROR","2.1256883770693094","582","0","minimize","1729","","","","0","1905","","","","","632","","","","","","","","","terminate called after throwing an instance of 'std::out_of_range'
  what():  absl::container_internal::raw_hash_map<>::at","","","","","","0.470439","","1691","endtimes_reverse-cp2025","","771","","848"
"cpsat_fixed_fixedorder_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-06.dzn","UNSATISFIABLE","1.0974064590409398","58","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","0.79034","","","endtimes_reverse-cp2025","","","",""
"chuffed_fixed_standard_col4","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-03.dzn","OPTIMAL_SOLUTION","1.6514020420145243","1091","0","minimize","1416","0.028","1","-1796208229","1","1748","1","2079","6304","0.748","172","0.0","0.42","0.0","","778717","1475","0","","","1475","506","108","779225","107","0.339425","0.025","1762","endtimes_reverse-cp2025","","267","1","501"
"chuffed_free_priority_col2","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-04.dzn","UNSATISFIABLE","8.329338454874232","7978","0","minimize","9718","5.454","1087","567841874","0","7940","6","16222","14988340","0.705","748","0.0","10.68","0.0","","537294","","1497","","","-1","2083","2158","539379","27","1.23305","0.0","10250","endtimes_reverse-cp2025","","936","1087","2072"
"cpsat_fixed_standard_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-05.dzn","UNSATISFIABLE","0.954360974021256","58","0","satisfy","","","","","","","","","","","","","","","","","","","","","","","","","","0.673098","","","endtimes_reverse-cp2025","","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-01.dzn","SATISFIED","303.18723464780487","5796","0","minimize","6594","299.214","542309","-1444916271","3","5753","21","11212","1402668792","0.635","355","0.0","1.41","0.0","","61389","31523","149484","","","31523","1177","692949","62568","258","0.777303","123.224","7508","endtimes_reverse-cp2025","","605","542309","1168"
"chuffed_fixed_standard_col3","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-04.dzn","SATISFIED","300.7621448880527","1972","0","minimize","2869","299.408","185821","-1490254720","4","2229","4","4288","575763468","0.256","217","0.0","3.16","0.0","","136871","25599","10277","","","25599","827","196562","137700","115","0.583309","0.796","2919","endtimes_reverse-cp2025","","282","185821","821"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-01.dzn","SATISFIED","302.72880166908726","21894","0","minimize","22553","52.55","18833","","18","16846","","15159","","1.32","","523.0","","","","","58728","","","","58728","","39991","2569","","1.78345","","24747","endtimes_reverse-cp2025","56639","1331","","2393"
"cpsat_fixed_standard_col1","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-04.dzn","UNKNOWN","0.6093843791168183","","0","minimize","254","0.00319","0","","0","","","","0","","","","","","","0","","","","","0","","","","","0.265111","","146","endtimes_reverse-cp2025","0","","","120"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-04.dzn","OPTIMAL_SOLUTION","1.1263011668343097","536","0","minimize","783","0.017","1","-9004102","1","839","1","1094","3392","0.409","71","0.0","0.94","0.0","","444895","2199","0","","","2199","281","61","445178","60","0.275933","0.014","910","endtimes_reverse-cp2025","","121","1","277"
