"configuration","problem","model","data_file","status","time","paths","randomSeed","nSolutions","flatIntConstraints","propagations","failures","baseMem","evaluatedReifiedConstraints","solveTime","openNodes","eliminatedImplications","intVars","initTime","optTime","eliminatedLinearConstraints","trailMem","variables","restarts","peakMem","flatBoolVars","solver_objective","run","flatTime","boolVariables","objectiveBound","peakDepth","propagators","nodes","flatBoolConstraints","flatIntVars","backjumps","evaluatedHalfReifiedConstraints","objective","nogoods","method"
"chuffed_fixed_fixedorderrestart_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t040-01.dzn","SATISFIED","306.8699109890731","0","","3","112916","","","","110370","","","3630","","","","","","","","","119659","","endtimes_appear-cp2025","6.63056","","","","","","72315","5923","","2043","180022","","minimize"
"chuffed_fixed_fixedorder_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t009-03.dzn","SATISFIED","300.6626057960093","0","953191540","3","2554","279037098","76559","0.0","1388","299.419","","392","1109","0.208","50.396","","2.11","183724","3","0.0","2363","15863","endtimes_appear-cp2025","0.573571","182613","","106","3432","213269","2227","1106","136384","425","15863","76559","minimize"
"chuffed_fixed_fixedorder_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-01.dzn","OPTIMAL_SOLUTION","0.7137151280185208","0","603010163","1","1091","3666","0","0.0","541","0.008","","196","541","0.056","0.008","","0.63","12092","1","0.0","1017","1779","endtimes_appear-cp2025","0.347149","11549","","55","1378","55","1037","537","0","214","1779","0","minimize"
"chuffed_fixed_standardrestart_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-02.dzn","OPTIMAL_SOLUTION","1.845991124981083","0","-280613361","1","5971","102929","14","0.0","5044","0.024","","680","1332","0.524","0.023","","1.41","13385","1","0.0","6759","18568","endtimes_appear-cp2025","0.706081","12051","","255","9881","347","5562","1327","79","456","18568","14","minimize"
"cpsat_fixed_fixedorder_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t021-03.dzn","SATISFIED","301.1477208349388","0","","3","5202","160724240","419651","","2156","156.366","","2882","","","","","","","","","5799","52178","endtimes_appear-cp2025","0.992747","1520","51478","","","","7073","2631","","2376","52178","","minimize"
"chuffed_fixed_fixedorderrestart_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-05.dzn","OPTIMAL_SOLUTION","0.8313814550638199","0","-1861775286","1","1844","7793","1","0.0","1300","0.01","","282","646","0.11","0.01","","0.94","8429","1","0.0","2067","5002","endtimes_appear-cp2025","0.391647","7781","","110","2685","111","1893","637","0","205","5002","1","minimize"
"cpsat_fixed_standard_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-05.dzn","OPTIMAL_SOLUTION","5.3621078439755365","0","","1","3438","53745","3","","1512","0.794251","","1936","","","","","","","","","4088","34988","endtimes_appear-cp2025","0.714774","583","34988","","","","4840","1691","","1512","34988","","minimize"
"chuffed_fixed_standard_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t040-02.dzn","OPTIMAL_SOLUTION","266.90014370391145","0","-850434268","12","122205","850306392","16422","0.0","115634","241.313","","4680","9283","10.822","32.055","","16.02","514663","12","0.0","125909","169590","endtimes_appear-cp2025","7.75343","505378","","1515","230660","75811","77572","9251","41233","3699","169590","16422","minimize"
"gurobi_free_fixedorder_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-03.dzn","OPTIMAL_SOLUTION","1.5682101210113615","0","","6","4898","","","","1073","1.2218","","","","","","452","","","","","532","5787","endtimes_appear-cp2025","0.995523","","5787","","","1","","2664","","1776","5787","","minimize"
"cpsat_free_fixedorder_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-04.dzn","OPTIMAL_SOLUTION","6.8589605200104415","0","","8","3896","894150","800","","1060","2.91013","","1635","","","","","","","","","3267","34689","endtimes_appear-cp2025","0.89164","901","34689","","","","4035","2157","","1710","34689","","minimize"
"chuffed_fixed_priority_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t017-06.dzn","OPTIMAL_SOLUTION","2.5085474899969995","0","1024757116","1","9782","176254","39","0.0","8938","0.044","","847","1517","0.747","0.03","","0.94","23226","1","0.0","11212","30880","endtimes_appear-cp2025","0.966716","21707","","366","17252","425","8466","1507","20","479","30880","39","minimize"
"gurobi_free_fixedorder_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t007-05.dzn","OPTIMAL_SOLUTION","0.9088450190611184","0","","3","2553","","","","649","0.6074","","","","","","312","","","","","497","6536","endtimes_appear-cp2025","0.535027","","6536","","","1","","1497","","1114","6536","","minimize"
"chuffed_fixed_standard_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-02.dzn","OPTIMAL_SOLUTION","1.4917258289642632","0","-1974806361","2","4324","50106","10","0.0","3554","0.033","","544","1081","0.35","0.032","","2.11","14222","2","0.0","4935","13873","endtimes_appear-cp2025","0.616975","13139","","208","6986","445","4209","1076","19","363","13873","10","minimize"
"chuffed_fixed_fixedorder_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-06.dzn","OPTIMAL_SOLUTION","3.1728684530826285","0","1847812806","1","10157","856232","149","0.0","7218","0.19","","1176","3023","0.814","0.06","","3.16","38031","1","0.0","9817","28674","endtimes_appear-cp2025","1.34544","35006","","308","15770","740","8208","3013","283","1275","28674","149","minimize"
"chuffed_fixed_standard_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t004-06.dzn","OPTIMAL_SOLUTION","1.3030355679802597","0","1043699496","1","1474","5620","0","0.0","1260","0.018","","242","422","0.535","0.017","","2.11","586394","1","0.0","1898","2050","endtimes_appear-cp2025","0.312412","585970","","106","2331","106","1772","418","0","136","2050","0","minimize"
"chuffed_fixed_standard_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t019-04.dzn","SATISFIED","302.05298901197966","0","","4","14088","","","","13092","","","1089","","","","","","","","","15982","","endtimes_appear-cp2025","1.20782","","","","","","11685","1893","","621","42411","","minimize"
"chuffed_fixed_priority_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t030-03.dzn","UNKNOWN","304.6966267899843","0","","0","57351","","","","53934","","","2820","","","","","","","","","60605","","endtimes_appear-cp2025","4.20243","","","","","","39397","5342","","2035","","","minimize"
"chuffed_fixed_fixedorder_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t021-02.dzn","OPTIMAL_SOLUTION","5.930563343921676","0","1904800483","1","21789","3922174","473","0.0","19113","0.904","","1716","3546","1.638","0.355","","24.03","127781","1","0.0","23023","47982","endtimes_appear-cp2025","1.98058","124233","","566","38245","2020","16800","3532","1041","1362","47982","473","minimize"
"chuffed_fixed_fixedorder_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t022-02.dzn","OPTIMAL_SOLUTION","65.95049989898689","0","121508745","2","24328","457278159","89170","0.0","23114","60.88","","1452","2482","1.756","60.009","","0.94","94661","2","0.0","26913","53701","endtimes_appear-cp2025","1.89118","92177","","625","44969","91875","18409","2467","1457","819","53701","89170","minimize"
"chuffed_free_priority_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-03.dzn","OPTIMAL_SOLUTION","22.644735545967706","0","1653197620","76","15151","29282460","2546","0.0","13674","18.537","","1224","2299","1.348","18.264","","7.12","719807","90","0.0","16681","41867","endtimes_appear-cp2025","1.3846","717506","","467","26734","44367","12309","2291","7134","822","41867","2546","minimize"
"chuffed_fixed_standard_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t010-01.dzn","OPTIMAL_SOLUTION","1.3146150500979275","0","2007000825","1","3173","441034","222","0.0","2435","0.08","","423","926","0.288","0.018","","0.63","33936","1","0.0","3543","14274","endtimes_appear-cp2025","0.513092","33008","","156","4929","700","3082","921","323","306","14274","222","minimize"
"chuffed_free_priority_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-03.dzn","OPTIMAL_SOLUTION","1.3674484679941088","0","762074308","1","4494","18733","0","0.0","3519","0.018","","614","1282","0.257","0.018","","2.11","16347","1","0.0","4941","6763","endtimes_appear-cp2025","0.650352","15063","","210","7107","210","4370","1274","0","481","6763","0","minimize"
"cpotimizer_free_fixedorder_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-01.dzn","UNKNOWN","301.8047793050064","0","","0","12802","","5477971","","12173","298.69","","1008","","0.94","","","","2128","","270.0","14265","","endtimes_appear-cp2025","1.3103","","36935","","9700","10966646","10650","2101","","","","","minimize"
"chuffed_fixed_priorityrestart_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t006-03.dzn","OPTIMAL_SOLUTION","0.6855050519807264","0","847230119","1","1067","4231","0","0.0","637","0.008","","156","424","0.068","0.008","","1.41","12538","1","0.0","1080","5068","endtimes_appear-cp2025","0.321636","12112","","59","1464","59","977","417","0","123","5068","0","minimize"
"gurobi_free_fixedorder_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t035-02.dzn","OPTIMAL_SOLUTION","273.81155934301205","0","","3","185859","","","","17500","270.3712","","","","","","9188","","","","","10165","124348","endtimes_appear-cp2025","31.2406","","124348","","","1","","110162","","89430","124348","","minimize"
"chuffed_fixed_fixedorder_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-04.dzn","OPTIMAL_SOLUTION","2.716038799029775","0","-1712303374","1","10102","46581","1","0.0","7244","0.031","","1176","2980","0.639","0.031","","3.16","34340","1","0.0","9774","18583","endtimes_appear-cp2025","1.29798","31358","","316","15826","317","8221","2967","0","1266","18583","1","minimize"
"chuffed_fixed_fixedorderrestart_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t045-03.dzn","SATISFIED","310.10788243601564","0","","1","154517","","","","148813","","","4935","","","","","","","","","160326","","endtimes_appear-cp2025","10.4431","","","","","","96159","9199","","3547","238670","","minimize"
"cpotimizer_free_fixedorder_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-03.dzn","OPTIMAL_SOLUTION","60.29232463298831","0","","4","3309","","26556","","2896","59.06","","378","","0.15","","","","930","","72.0","3763","21084","endtimes_appear-cp2025","0.533018","","21082","","3003","52491","3131","841","","","21084","","minimize"
"chuffed_fixed_standard_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t040-02.dzn","OPTIMAL_SOLUTION","287.3119920720346","0","-2065994897","12","129477","876256264","16422","0.0","116674","259.103","","5880","14063","11.238","42.495","","24.03","753852","12","0.0","128465","169590","endtimes_appear-cp2025","9.46964","739787","","1515","238114","75811","81332","14029","41233","6339","169590","16422","minimize"
"cpsat_free_fixedorder_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t008-06.dzn","OPTIMAL_SOLUTION","1.430833472055383","0","","2","1204","10965","0","","394","0.313252","","534","","","","","","","","","1160","7152","endtimes_appear-cp2025","0.396662","41","7152","","","","1314","607","","454","7152","","minimize"
"cpotimizer_free_fixedorder_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t020-01.dzn","OPTIMAL_SOLUTION","138.96711363899522","0","","8","17443","","20266","","16859","135.06","","1260","","0.92","","","","2359","","402.0","19385","46220","endtimes_appear-cp2025","1.4326","","46216","","12439","41036","14058","2399","","","46220","","minimize"
"cpsat_fixed_standard_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t012-04.dzn","OPTIMAL_SOLUTION","1.6958434159168974","0","","1","1279","30768","37","","392","0.233738","","524","","","","","","","","","1182","16970","endtimes_appear-cp2025","0.390472","193","16970","","","","1286","624","","432","16970","","minimize"
"cpsat_fixed_fixedorder_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t012-03.dzn","OPTIMAL_SOLUTION","3.7314801230095327","0","","1","3768","231069","7","","1060","1.12999","","1635","","","","","","","","","3181","17929","endtimes_appear-cp2025","0.770699","815","17929","","","","4035","2084","","1710","17929","","minimize"
"chuffed_fixed_standard_col1","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t016-01.dzn","OPTIMAL_SOLUTION","2.7342063690302894","0","1256372154","1","10296","57485","1","0.0","7352","0.031","","1176","3029","0.711","0.03","","16.02","29550","1","0.0","9948","34901","endtimes_appear-cp2025","1.2613","26519","","318","16072","333","8275","3015","14","1272","34901","1","minimize"
"chuffed_fixed_priority_col0","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t013-02.dzn","OPTIMAL_SOLUTION","1.8111277859425172","0","168945126","2","5556","93512","15","0.0","4916","0.037","","605","1101","0.51","0.036","","0.94","12787","2","0.0","6555","18568","endtimes_appear-cp2025","0.680283","11684","","255","9392","549","5313","1096","25","346","18568","15","minimize"
"chuffed_fixed_standardrestart_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t014-01.dzn","OPTIMAL_SOLUTION","3.2975272650364786","0","216882510","2","6168","6899129","996","0.0","5204","1.407","","680","1351","0.53","0.589","","2.11","85583","5","0.0","6941","24505","endtimes_appear-cp2025","0.742707","84230","","259","10182","3634","5642","1345","2108","462","24505","996","minimize"
"cpsat_free_fixedorder_col4","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t015-02.dzn","OPTIMAL_SOLUTION","6.699120171018876","0","","5","2587","2469333","7744","","980","3.29636","","1310","","","","","","","","","2721","27633","endtimes_appear-cp2025","0.603436","357","27633","","","","3215","1293","","1080","27633","","minimize"
"cpotimizer_free_fixedorder_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t045-02.dzn","UNKNOWN","310.3120043820236","0","","0","153454","","","","151961","","","4410","","10.53","","","","7960","","3175.0","160452","","endtimes_appear-cp2025","10.1112","","","","89638","","95961","8527","","","","","minimize"
"chuffed_fixed_fixedorder_col2","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t018-04.dzn","SATISFIED","302.25207118398976","0","","1","13629","","","","11554","","","1248","","","","","","","","","14453","","endtimes_appear-cp2025","1.43737","","","","","","11045","2633","","987","37347","","minimize"
"chuffed_fixed_fixedorder_col3","appear-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","appear-cp2025/appear-t011-04.dzn","OPTIMAL_SOLUTION","1.5750282229855657","0","-996503418","1","4646","35148","9","0.0","3758","0.017","","564","1183","0.369","0.016","","2.11","14956","1","0.0","5194","16278","endtimes_appear-cp2025","0.66895","13771","","207","7487","216","4365","1178","0","410","16278","9","minimize"
